-1.095068481445312500e+03,-1.705204925537109375e+02
2.312484619140625000e+03,1.532410888671875000e+03
6.019928588867187500e+02,-8.843208007812500000e+02
2.177512939453125000e+03,-6.770013427734375000e+02
-1.821454925537109375e+02,7.348684082031250000e+02
-5.205768554687500000e+03,5.187581176757812500e+02
-2.978857666015625000e+03,-6.176838378906250000e+02
-3.198092285156250000e+03,7.600900268554687500e+02
2.576811279296875000e+03,5.382402801513671875e+01
2.647307373046875000e+03,1.661625732421875000e+03
8.610593872070312500e+02,1.362706542968750000e+03
7.296312011718750000e+03,8.886549682617187500e+02
1.845417602539062500e+03,-1.503497070312500000e+03
-6.812142944335937500e+02,4.774532775878906250e+02
-1.478539306640625000e+03,7.153351440429687500e+02
-3.514136047363281250e+02,5.379797973632812500e+02
-5.875542480468750000e+03,6.311458740234375000e+02
-9.021206665039062500e+02,-2.740996826171875000e+03
2.391863769531250000e+03,-1.970033874511718750e+02
-5.323238769531250000e+03,-2.290083984375000000e+03
3.197112304687500000e+03,-1.892248840332031250e+02
-1.306757568359375000e+03,6.541441650390625000e+02
-4.630415527343750000e+03,9.777227783203125000e+02
3.325357177734375000e+03,-7.571343231201171875e+01
2.451698730468750000e+03,-5.978115234375000000e+02
6.086292114257812500e+02,-9.240327148437500000e+02
-6.816787719726562500e+02,-1.029728881835937500e+03
1.286294860839843750e+02,-1.120832763671875000e+03
2.937210693359375000e+03,-6.042999877929687500e+02
-4.009807434082031250e+02,1.704125366210937500e+03
-4.020448608398437500e+02,-5.398144531250000000e+02
-1.420774658203125000e+03,1.250121459960937500e+03
2.056722412109375000e+02,-1.087734008789062500e+03
4.067439208984375000e+03,8.697811889648437500e+02
1.408044433593750000e+03,-2.127027282714843750e+02
-2.214586181640625000e+03,-1.478253906250000000e+03
-1.244929809570312500e+03,-1.299690795898437500e+03
2.669668701171875000e+03,1.048747024536132812e+02
8.285841674804687500e+02,2.455779785156250000e+03
4.213883361816406250e+02,1.313602539062500000e+03
-3.561794433593750000e+03,4.317495117187500000e+02
5.068970214843750000e+03,-2.096481933593750000e+03
1.529974487304687500e+03,3.683173370361328125e+01
3.658201904296875000e+02,1.555982208251953125e+02
3.489062500000000000e+03,-1.299608154296875000e+03
-3.677056579589843750e+02,1.898511718750000000e+03
-1.457117797851562500e+03,-1.276862030029296875e+02
-1.493098266601562500e+03,-9.166461181640625000e+02
2.691687744140625000e+03,-1.661675415039062500e+03
2.312117675781250000e+03,6.075261840820312500e+02
2.720587402343750000e+03,-7.748830566406250000e+02
9.207099151611328125e+01,-9.932233276367187500e+02
1.580897949218750000e+03,2.951972045898437500e+02
1.212585091590881348e+00,-4.012286071777343750e+02
-5.663348388671875000e+02,-1.465739746093750000e+02
1.931797332763671875e+02,1.069934204101562500e+03
-2.411260498046875000e+03,4.682851867675781250e+02
2.468318847656250000e+03,-2.391649902343750000e+03
4.838567382812500000e+03,-5.267675781250000000e+02
1.966571289062500000e+03,-8.374968261718750000e+02
1.279916503906250000e+03,2.393339233398437500e+02
2.954604248046875000e+03,-4.498737716674804688e+01
-8.016535644531250000e+02,-7.275335693359375000e+02
4.609779663085937500e+02,1.749264038085937500e+03
5.438425781250000000e+03,-3.944001770019531250e+02
1.118676025390625000e+03,-1.094169067382812500e+03
6.339939575195312500e+02,1.865218544006347656e+01
5.250333251953125000e+02,1.261642211914062500e+03
4.699516601562500000e+02,-1.189503906250000000e+03
1.422159790039062500e+03,2.158387756347656250e+02
2.013983398437500000e+03,8.473070068359375000e+02
2.301870849609375000e+03,-1.178835815429687500e+03
-1.749772949218750000e+02,-5.850446166992187500e+02
1.064964599609375000e+03,-8.917347412109375000e+02
-3.418291503906250000e+03,7.051424560546875000e+02
2.291100830078125000e+03,-4.793296813964843750e+02
-1.934590209960937500e+03,-2.114286613464355469e+01
2.547112548828125000e+03,-7.703397827148437500e+02
4.059104980468750000e+03,-7.665133056640625000e+02
1.093495849609375000e+03,6.600003051757812500e+02
1.075059967041015625e+02,2.177237792968750000e+03
2.466003906250000000e+03,-2.385370178222656250e+02
4.268979492187500000e+03,-2.198569335937500000e+02
-2.198253906250000000e+03,-7.191828918457031250e+01
-2.182122558593750000e+03,7.680663452148437500e+02
-1.678453613281250000e+03,-6.451301269531250000e+02
-2.060763671875000000e+03,-1.597515258789062500e+02
-1.466614379882812500e+03,-4.661316833496093750e+02
-3.469142822265625000e+03,-1.966962814331054688e+01
-4.446238281250000000e+03,-1.001499328613281250e+03
-3.466202392578125000e+03,9.120511474609375000e+02
-5.474588867187500000e+03,-1.786860839843750000e+03
-4.837421875000000000e+03,9.401012573242187500e+02
-3.446852539062500000e+03,1.073164184570312500e+03
4.825607910156250000e+02,-1.358067260742187500e+03
2.221703857421875000e+03,1.839562835693359375e+02
-1.640182250976562500e+03,-1.031408081054687500e+03
5.552672729492187500e+02,2.672898681640625000e+03
2.973728271484375000e+03,-1.247515258789062500e+03
-1.924872070312500000e+03,1.850473144531250000e+03
-9.428619995117187500e+02,7.819915771484375000e+02
3.276701660156250000e+02,3.611388854980468750e+02
3.389091796875000000e+03,8.749957885742187500e+02
-1.220809448242187500e+03,-1.941979522705078125e+02
-3.246842041015625000e+02,1.672193725585937500e+03
-1.980255371093750000e+03,-1.555079467773437500e+03
-1.382052516937255859e+01,1.242555297851562500e+03
1.376253784179687500e+03,7.091870727539062500e+02
2.467207763671875000e+03,-1.070280838012695312e+02
-6.805313110351562500e+02,-1.401551147460937500e+03
2.605503173828125000e+03,-4.395030517578125000e+02
5.340370117187500000e+03,-1.228823608398437500e+03
-2.856600585937500000e+03,-2.950549926757812500e+02
1.201715209960937500e+03,6.242289428710937500e+02
-2.303570709228515625e+02,1.129855957031250000e+03
2.322242675781250000e+03,-7.069363403320312500e+01
2.176629882812500000e+03,-2.102701416015625000e+03
2.577934570312500000e+02,2.397389411926269531e+01
1.673488281250000000e+03,-1.532699218750000000e+03
-9.320632934570312500e+01,-4.931142578125000000e+02
-1.949819946289062500e+03,-5.908839797973632812e+01
1.584572631835937500e+03,8.024681396484375000e+02
4.183892211914062500e+02,-1.431091796875000000e+03
1.537609375000000000e+03,-6.076018066406250000e+02
1.541498168945312500e+03,-2.344860595703125000e+03
3.535048339843750000e+03,1.155940673828125000e+03
2.389020751953125000e+03,-6.412888793945312500e+02
-6.045868530273437500e+02,5.356343994140625000e+02
-8.928587036132812500e+02,-1.163102111816406250e+02
-3.993274414062500000e+03,-7.103114624023437500e+02
3.100412841796875000e+03,8.975543212890625000e+02
-1.631733032226562500e+03,-8.841754150390625000e+02
-3.509110595703125000e+03,-8.937263183593750000e+02
1.411739868164062500e+03,4.086880493164062500e+02
6.073677246093750000e+03,-1.328982391357421875e+02
-2.047845214843750000e+03,1.366501831054687500e+03
7.498541870117187500e+02,7.691281890869140625e+01
9.606190185546875000e+02,5.953004760742187500e+02
2.030742919921875000e+03,-9.232232055664062500e+02
-3.014644775390625000e+03,-6.478049316406250000e+02
-5.447534179687500000e+02,-8.929891967773437500e+02
-2.845483093261718750e+02,-1.638949462890625000e+03
1.504466064453125000e+03,1.301126831054687500e+03
1.653833496093750000e+03,7.741043090820312500e+02
-2.119924316406250000e+03,-5.706108398437500000e+02
-7.479572753906250000e+02,2.253157196044921875e+02
-2.496902084350585938e+01,1.441975708007812500e+03
1.385282470703125000e+03,-1.511807373046875000e+03
-1.837732055664062500e+03,-3.185863647460937500e+02
-1.295440185546875000e+03,-2.172928710937500000e+03
